C1,sigma,Gain,BW,Power
1.8258258674495181e-13,0.9999990463256836,-0.013642506673932076,14342881280.0,0.02507689595222473
1.8308308157282543e-13,0.9999990463256836,-0.013805479742586613,14342961152.0,0.02507675252854824
1.835835899532262e-13,0.9999990463256836,-0.013966897502541542,14343053312.0,0.0250766072422266
1.8408408478109983e-13,0.9999990463256836,-0.014128315262496471,14343129088.0,0.02507646009325981
1.8458457960897345e-13,0.9999990463256836,-0.0142897330224514,14343217152.0,0.02507631853222847
1.8508508798937423e-13,0.9999990463256836,-0.014449596405029297,14343307264.0,0.02507617138326168
1.8558558281724785e-13,0.9999990463256836,-0.014611325226724148,14343393280.0,0.02507602423429489
1.8608609119764863e-13,0.9999990463256836,-0.01477336511015892,14343475200.0,0.0250758845359087
1.8658658602552225e-13,0.9999990463256836,-0.014932915568351746,14343567360.0,0.025075741112232208
1.8708708085339587e-13,0.9999990463256836,-0.01509433425962925,14343653376.0,0.02507558837532997
1.8758758923379665e-13,0.9999990463256836,-0.015255441889166832,14343739392.0,0.02507544681429863
1.8808808406167027e-13,0.9999990463256836,-0.0154156144708395,14343819264.0,0.02507530152797699
1.8858859244207105e-13,0.9999990463256836,-0.015577655285596848,14343909376.0,0.0250751581043005
1.8908908726994467e-13,0.9999990463256836,-0.015739383175969124,14343993344.0,0.025075018405914307
1.8958959565034544e-13,0.9999990463256836,-0.01590142399072647,14344082432.0,0.025074869394302368
1.9009009047821906e-13,0.9999990463256836,-0.016061285510659218,14344161280.0,0.025074727833271027
1.9059058530609269e-13,0.9999990463256836,-0.016223015263676643,14344250368.0,0.025074582546949387
1.9109109368649346e-13,0.9999990463256836,-0.016381634399294853,14344345600.0,0.02507442981004715
1.9159158851436708e-13,0.9999990463256836,-0.016544917598366737,14344426496.0,0.025074288249015808
1.9209209689476786e-13,0.9999990463256836,-0.016704780980944633,14344505344.0,0.025074144825339317
1.9259259172264148e-13,0.9999990463256836,-0.016865886747837067,14344597504.0,0.025073999539017677
1.930930865505151e-13,0.9999991655349731,-0.01702886074781418,14344684544.0,0.025073859840631485
1.9359359493091588e-13,0.9999991655349731,-0.017188411206007004,14344769536.0,0.025073718279600143
1.940940897587895e-13,0.9999991655349731,-0.0173482745885849,14344857600.0,0.025073565542697906
1.9459459813919028e-13,0.9999991655349731,-0.01751093752682209,14344937472.0,0.025073420256376266
1.950950929670639e-13,0.9999991655349731,-0.017672976478934288,14345021440.0,0.025073278695344925
1.9559560134746468e-13,0.9999991655349731,-0.01783377304673195,14345113600.0,0.025073133409023285
1.960960961753383e-13,0.9999991655349731,-0.01799425669014454,14345197568.0,0.025072993710637093
1.9659659100321192e-13,0.9999991655349731,-0.018155986443161964,14345277440.0,0.025072842836380005
1.970970993836127e-13,0.9999991655349731,-0.018316781148314476,14345363456.0,0.025072701275348663
1.9759759421148632e-13,0.9999991655349731,-0.01847788877785206,14345452544.0,0.02507256157696247
1.980981025918871e-13,0.9999991655349731,-0.018638374283909798,14345537536.0,0.025072414427995682
1.9859859741976071e-13,0.9999991655349731,-0.018800724297761917,14345621504.0,0.025072269141674042
1.990991058001615e-13,0.9999991655349731,-0.018960898742079735,14345715712.0,0.025072121992707253
1.995996006280351e-13,0.9999991655349731,-0.019121382385492325,14345795584.0,0.02507197856903076
2.0010009545590873e-13,0.9999991655349731,-0.019284045323729515,14345887744.0,0.02507183328270912
2.006006038363095e-13,0.9999991655349731,-0.019444840028882027,14345968640.0,0.02507168799638748
2.0110109866418313e-13,0.9999991655349731,-0.019603148102760315,14346052608.0,0.025071540847420692
2.016016070445839e-13,0.9999991655349731,-0.019766120240092278,14346138624.0,0.0250713974237442
2.0210210187245753e-13,0.9999991655349731,-0.019928472116589546,14346225664.0,0.02507125213742256
2.0260259670033115e-13,0.9999991655349731,-0.020088335499167442,14346313728.0,0.02507111243903637
2.0310310508073193e-13,0.9999991655349731,-0.020251307636499405,14346396672.0,0.02507096342742443
2.0360359990860555e-13,0.9999991655349731,-0.02040868252515793,14346477568.0,0.02507082000374794
2.0410410828900633e-13,0.9999991655349731,-0.020571032539010048,14346562560.0,0.0250706747174263
2.0460460311687995e-13,0.9999991655349731,-0.020733695477247238,14346653696.0,0.02507052943110466
2.0510511149728072e-13,0.9999991655349731,-0.02089480124413967,14346743808.0,0.02507038414478302
2.0560560632515434e-13,0.9999991655349731,-0.02105497568845749,14346817536.0,0.02507023885846138
2.0610610115302797e-13,0.9999991655349731,-0.02121546119451523,14346909696.0,0.02507009543478489
2.0660660953342874e-13,0.9999991655349731,-0.02137812227010727,14346992640.0,0.025069955736398697
2.0710710436130236e-13,0.9999991655349731,-0.0215370524674654,14347079680.0,0.02506980672478676
2.0760761274170314e-13,0.9999991655349731,-0.021698469296097755,14347165696.0,0.025069667026400566
2.0810810756957676e-13,0.9999991655349731,-0.021859576925635338,14347251712.0,0.025069519877433777
2.0860860239745038e-13,0.9999991655349731,-0.022023171186447144,14347344896.0,0.025069378316402435
2.0910911077785116e-13,0.9999991655349731,-0.02218303456902504,14347423744.0,0.025069229304790497
2.0960960560572478e-13,0.9999991655349731,-0.022344453260302544,14347508736.0,0.025069082155823708
2.1011011398612556e-13,0.9999991655349731,-0.0225058700889349,14347595776.0,0.025068940594792366
2.1061060881399918e-13,0.9999991655349731,-0.022666355594992638,14347687936.0,0.025068795308470726
2.1111111719439996e-13,0.9999991655349731,-0.022826839238405228,14347774976.0,0.025068655610084534
2.1161161202227358e-13,0.9999991655349731,-0.02298763580620289,14347855872.0,0.025068510323762894
2.121121068501472e-13,0.9999991655349731,-0.023149052634835243,14347935744.0,0.025068361312150955
2.1261261523054797e-13,0.9999991655349731,-0.023312337696552277,14348025856.0,0.025068217888474464
2.131131100584216e-13,0.9999991655349731,-0.023471267893910408,14348115968.0,0.025068072602152824
2.1361361843882237e-13,0.9999991655349731,-0.023631129413843155,14348201984.0,0.025067929178476334
2.14114113266696e-13,0.9999991655349731,-0.023793792352080345,14348289024.0,0.025067783892154694
2.1461460809456961e-13,0.9999991655349731,-0.02395489811897278,14348374016.0,0.025067633017897606
2.151151164749704e-13,0.9999991655349731,-0.024115383625030518,14348456960.0,0.025067489594221115
2.15615611302844e-13,0.9999991655349731,-0.024277111515402794,14348535808.0,0.025067351758480072
2.161161196832448e-13,0.9999992847442627,-0.02443666383624077,14348626944.0,0.025067206472158432
2.166166145111184e-13,0.9999992847442627,-0.024598082527518272,14348718080.0,0.025067061185836792
2.171171228915192e-13,0.9999992847442627,-0.024761365726590157,14348803072.0,0.025066914036870003
2.176176177193928e-13,0.9999992847442627,-0.024919984862208366,14348883968.0,0.025066770613193512
2.1811811254726643e-13,0.9999992847442627,-0.025082023814320564,14348966912.0,0.02506662718951702
2.186186209276672e-13,0.9999992847442627,-0.025245308876037598,14349062144.0,0.02506648190319538
2.1911911575554083e-13,0.9999992847442627,-0.025404859334230423,14349142016.0,0.02506634034216404
2.196196241359416e-13,0.9999992847442627,-0.02556472271680832,14349227008.0,0.02506619319319725
2.2012011896381523e-13,0.9999992847442627,-0.02572738379240036,14349312000.0,0.02506605163216591
2.20620627344216e-13,0.9999992847442627,-0.025886936113238335,14349406208.0,0.025065910071134567
2.2112112217208962e-13,0.9999992847442627,-0.026047732681035995,14349486080.0,0.02506575919687748
2.2162161699996324e-13,0.9999992847442627,-0.02620883844792843,14349568000.0,0.02506561577320099
2.2212212538036402e-13,0.9999992847442627,-0.026372745633125305,14349657088.0,0.025065472349524498
2.2262262020823764e-13,0.9999992847442627,-0.02653198502957821,14349742080.0,0.02506532520055771
2.2312312858863842e-13,0.9999992847442627,-0.026695270091295242,14349833216.0,0.02506517805159092
2.2362362341651204e-13,0.9999992847442627,-0.026854198426008224,14349916160.0,0.02506503276526928
2.2412411824438566e-13,0.9999992847442627,-0.027013128623366356,14349998080.0,0.02506488747894764
2.2462462662478644e-13,0.9999992847442627,-0.02717672474682331,14350088192.0,0.025064747780561447
2.2512512145266006e-13,0.9999992847442627,-0.027337830513715744,14350166016.0,0.025064606219530106
2.2562562983306084e-13,0.9999992847442627,-0.02749738283455372,14350267392.0,0.025064462795853615
2.2612612466093446e-13,0.9999992847442627,-0.027659732848405838,14350340096.0,0.025064315646886826
2.2662663304133523e-13,0.9999992847442627,-0.027821773663163185,14350426112.0,0.025064164772629738
2.2712712786920886e-13,0.9999992847442627,-0.027982568368315697,14350520320.0,0.025064028799533844
2.276276226970825e-13,0.9999992847442627,-0.02814212068915367,14350604288.0,0.025063885375857353
2.281281175249561e-13,0.9999992847442627,-0.028305094689130783,14350690304.0,0.025063734501600266
2.2862863945788403e-13,0.9999992847442627,-0.028465889394283295,14350774272.0,0.025063589215278625
2.2912913428575765e-13,0.9999992847442627,-0.0286273080855608,14350856192.0,0.025063447654247284
2.2962962911363127e-13,0.9999992847442627,-0.028789658099412918,14350944256.0,0.025063294917345047
2.301301239415049e-13,0.9999992847442627,-0.02894889935851097,14351030272.0,0.025063157081604004
2.306306187693785e-13,0.9999992847442627,-0.029109694063663483,14351119360.0,0.025063011795282364
2.3113114070230645e-13,0.9999992847442627,-0.029271423816680908,14351208448.0,0.025062862783670425
2.3163163553018007e-13,0.9999992847442627,-0.029433462768793106,14351296512.0,0.025062721222639084
2.321321303580537e-13,0.9999992847442627,-0.02959301508963108,14351376384.0,0.025062575936317444
2.326326251859273e-13,0.9999992847442627,-0.029754744842648506,14351464448.0,0.02506243996322155
2.3313312001380093e-13,0.9999992847442627,-0.02991616167128086,14351548416.0,0.025062285363674164
2.3363364194672886e-13,0.9999992847442627,-0.030077580362558365,14351629312.0,0.025062138214707375
2.341341367746025e-13,0.9999992847442627,-0.030236508697271347,14351716352.0,0.025061996653676033
2.346346316024761e-13,0.9999992847442627,-0.03039761818945408,14351800320.0,0.02506185695528984
2.3513512643034973e-13,0.9999992847442627,-0.03055809997022152,14351891456.0,0.025061707943677902
2.3563564836327766e-13,0.9999992847442627,-0.030720451846718788,14351980544.0,0.02506156824529171
2.361361431911513e-13,0.9999992847442627,-0.030882490798830986,14352064512.0,0.02506142668426037
2.366366380190249e-13,0.9999992847442627,-0.031043289229273796,14352150528.0,0.02506127581000328
2.371371328468985e-13,0.9999992847442627,-0.031205015257000923,14352230400.0,0.02506113238632679
2.3763762767477214e-13,0.9999992847442627,-0.031366124749183655,14352322560.0,0.0250609889626503
2.381381496077001e-13,0.9999992847442627,-0.03152536600828171,14352404480.0,0.025060847401618958
2.386386444355737e-13,0.9999992847442627,-0.03168709576129913,14352490496.0,0.02506069652736187
2.391391392634473e-13,0.9999992847442627,-0.03184695914387703,14352576512.0,0.025060554966330528
2.3963963409132094e-13,0.9999992847442627,-0.032010551542043686,14352664576.0,0.025060411542654037
2.4014012891919456e-13,0.9999992847442627,-0.03217041492462158,14352756736.0,0.025060266256332397
2.406406508521225e-13,0.9999992847442627,-0.03233090043067932,14352834560.0,0.025060120970010757
2.411411456799961e-13,0.9999992847442627,-0.03249293938279152,14352922624.0,0.025059977546334267
2.4164164050786974e-13,0.9999992847442627,-0.0326540470123291,14353006592.0,0.025059834122657776
2.4214213533574336e-13,0.9999992847442627,-0.03281484171748161,14353089536.0,0.025059685111045837
2.42642630163617e-13,0.9999992847442627,-0.03297532722353935,14353174528.0,0.025059543550014496
2.431431520965449e-13,0.9999992847442627,-0.03313798829913139,14353261568.0,0.025059394538402557
2.4364364692441853e-13,0.9999994039535522,-0.03329785168170929,14353350656.0,0.025059252977371216
2.4414414175229215e-13,0.9999994039535522,-0.03346051275730133,14353434624.0,0.025059111416339874
2.446446365801658e-13,0.9999994039535522,-0.033619754016399384,14353520640.0,0.025058966130018234
2.451451585130937e-13,0.9999994039535522,-0.03378210589289665,14353604608.0,0.025058817118406296
2.4564565334096733e-13,0.9999994039535522,-0.03394010290503502,14353698816.0,0.025058669969439507
2.4614614816884095e-13,0.9999994039535522,-0.03410618379712105,14353781760.0,0.025058524683117867
2.4664664299671457e-13,0.9999994039535522,-0.03426387161016464,14353871872.0,0.025058384984731674
2.471471378245882e-13,0.9999994039535522,-0.03442560136318207,14353951744.0,0.025058239698410034
2.4764765975751613e-13,0.9999994039535522,-0.034585773944854736,14354030592.0,0.025058096274733543
2.4814815458538975e-13,0.9999994039535522,-0.03474656865000725,14354120704.0,0.025057952851057053
2.4864864941326337e-13,0.9999994039535522,-0.03491140902042389,14354202624.0,0.025057807564735413
2.49149144241137e-13,0.9999994039535522,-0.035070959478616714,14354290688.0,0.02505766600370407
2.496496390690106e-13,0.9999994039535522,-0.03523299843072891,14354378752.0,0.02505752071738243
