C1,Ld,sigma,Gain,BW,Power
2.530612167300078e-13,9.02040803163473e-11,0.9999971389770508,4.001041889190674,14549349376.0,0.025135992094874382
2.632652938965724e-13,9.02040803163473e-11,0.9999973773956299,3.999394416809082,14544021504.0,0.025133682414889336
2.7346939816819127e-13,9.02040803163473e-11,0.9999974966049194,3.997645854949951,14535455744.0,0.025136256590485573
2.8367347533475584e-13,9.02040803163473e-11,0.9999977350234985,3.996224880218506,14531226624.0,0.025139665231108665
2.938775525013204e-13,9.02040803163473e-11,0.9999978542327881,3.9953134059906006,14529773568.0,0.025142580270767212
3.04081629667885e-13,9.02040803163473e-11,0.9999979734420776,3.9941248893737793,14529312768.0,0.02514204941689968
3.1428570683444956e-13,9.02040803163473e-11,0.9999980926513672,3.9928770065307617,14528864256.0,0.025141453370451927
3.2448978400101414e-13,9.02040803163473e-11,0.9999983310699463,3.9902219772338867,14527368192.0,0.0251416377723217
3.34693888272633e-13,9.02040803163473e-11,0.9999984502792358,3.9869697093963623,14525438976.0,0.025142163038253784
3.448979654391976e-13,9.02040803163473e-11,0.9999985694885254,3.9848361015319824,14523125760.0,0.02514253929257393
3.5510204260576217e-13,9.02040803163473e-11,0.9999985694885254,3.983137369155884,14520663040.0,0.025142855942249298
3.6530611977232674e-13,9.02040803163473e-11,0.9999986886978149,3.9815828800201416,14518374400.0,0.02514292299747467
3.755101969388913e-13,9.02040803163473e-11,0.9999988079071045,3.9810597896575928,14517385216.0,0.025141291320323944
3.857142741054559e-13,9.02040803163473e-11,0.999998927116394,3.9805328845977783,14516406272.0,0.025139659643173218
3.959183783770748e-13,9.02040803163473e-11,0.999998927116394,3.9801273345947266,14515864576.0,0.025138337165117264
4.0612245554363935e-13,9.02040803163473e-11,0.9999990463256836,3.9800009727478027,14516408320.0,0.025137759745121002
4.163265327102039e-13,9.02040803163473e-11,0.9999991655349731,3.9798760414123535,14516938752.0,0.025137174874544144
4.265306098767685e-13,9.02040803163473e-11,0.9999991655349731,3.979750394821167,14517471232.0,0.025136597454547882
4.3673468704333307e-13,9.02040803163473e-11,0.9999992847442627,3.9796249866485596,14518009856.0,0.025136012583971024
4.4693876420989764e-13,9.02040803163473e-11,0.9999992847442627,3.979499578475952,14518550528.0,0.025135433301329613
4.571428413764622e-13,9.02040803163473e-11,0.9999994039535522,3.9793052673339844,14518433792.0,0.025135137140750885
4.673469185430268e-13,9.02040803163473e-11,0.9999994039535522,3.9795215129852295,14518237184.0,0.025134745985269547
4.775509957095914e-13,9.02040803163473e-11,0.9999994039535522,3.9798269271850586,14518167552.0,0.025134285911917686
4.877551270862646e-13,9.02040803163473e-11,0.9999995231628418,3.9801268577575684,14518087680.0,0.02513382025063038
4.979592042528291e-13,9.02040803163473e-11,0.9999995231628418,3.98043155670166,14518013952.0,0.02513336017727852
5.081632814193937e-13,9.02040803163473e-11,0.9999995231628418,3.9807324409484863,14517946368.0,0.02513289824128151
5.183673585859583e-13,9.02040803163473e-11,0.9999996423721313,3.981271266937256,14518792192.0,0.025132210925221443
5.285714357525229e-13,9.02040803163473e-11,0.9999996423721313,3.9820287227630615,14520473600.0,0.02513132616877556
5.387755129190874e-13,9.02040803163473e-11,0.9999996423721313,3.9832119941711426,14522788864.0,0.025130093097686768
5.48979590085652e-13,9.02040803163473e-11,0.9999996423721313,3.9849963188171387,14525978624.0,0.025128373876214027
5.591836672522166e-13,9.02040803163473e-11,0.9999996423721313,3.986715316772461,14528821248.0,0.025126198306679726
5.693877444187811e-13,9.02040803163473e-11,0.9999997615814209,3.988579511642456,14531686400.0,0.025124577805399895
5.795918215853457e-13,9.02040803163473e-11,0.9999997615814209,3.990678548812866,14534733824.0,0.02512391284108162
5.897958987519103e-13,9.02040803163473e-11,0.9999997615814209,3.992771863937378,14537771008.0,0.02512323670089245
5.999999759184749e-13,9.02040803163473e-11,0.9999997615814209,3.9948718547821045,14540816384.0,0.025122564285993576
9.9999998245167e-14,1.0040816095235883e-10,0.999992847442627,4.183346271514893,14588923904.0,0.025137972086668015
1.1020408218799516e-13,1.0040816095235883e-10,0.9999933242797852,4.1819868087768555,14581671936.0,0.02514531835913658
1.2040815935455973e-13,1.0040816095235883e-10,0.9999936819076538,4.181943416595459,14572357632.0,0.02514914982020855
1.3061225007365146e-13,1.0040816095235883e-10,0.9999940395355225,4.182669639587402,14563180544.0,0.02515093982219696
1.4081632724021603e-13,1.0040816095235883e-10,0.9999943971633911,4.183659076690674,14554423296.0,0.025151673704385757
1.510204044067806e-13,1.0040816095235883e-10,0.9999947547912598,4.184197902679443,14545792000.0,0.025151584297418594
1.6122449512587234e-13,1.0040816095235883e-10,0.9999951124191284,4.182361602783203,14540431360.0,0.02515329420566559
1.714285722924369e-13,1.0040816095235883e-10,0.9999953508377075,4.180526256561279,14535066624.0,0.02515500970184803
1.8163264945900148e-13,1.0040816095235883e-10,0.9999957084655762,4.177558898925781,14528854016.0,0.0251576229929924
1.918367401780932e-13,1.0040816095235883e-10,0.9999959468841553,4.17376708984375,14523077632.0,0.02516026608645916
2.0204081734465779e-13,1.0040816095235883e-10,0.9999961853027344,4.169431209564209,14518370304.0,0.025161895900964737
2.1224489451122236e-13,1.0040816095235883e-10,0.9999964237213135,4.165092945098877,14513666048.0,0.025163542479276657
2.224489852303141e-13,1.0040816095235883e-10,0.9999966621398926,4.160754680633545,14508959744.0,0.02516517974436283
2.3265306239687866e-13,1.0040816095235883e-10,0.9999969005584717,4.156428337097168,14504316928.0,0.025166761130094528
2.4285713956344324e-13,1.0040816095235883e-10,0.9999971389770508,4.153407573699951,14500513792.0,0.025165071710944176
2.530612167300078e-13,1.0040816095235883e-10,0.9999972581863403,4.1506242752075195,14498634752.0,0.025161314755678177
2.632652938965724e-13,1.0040816095235883e-10,0.9999974966049194,4.1478590965271,14496089088.0,0.025158599019050598
2.7346939816819127e-13,1.0040816095235883e-10,0.999997615814209,4.145187854766846,14490074112.0,0.025161297991871834
2.8367347533475584e-13,1.0040816095235883e-10,0.9999978542327881,4.142517566680908,14484067328.0,0.025163985788822174
2.938775525013204e-13,1.0040816095235883e-10,0.9999979734420776,4.139855861663818,14478094336.0,0.025166697800159454
3.04081629667885e-13,1.0040816095235883e-10,0.9999980926513672,4.138007164001465,14477197312.0,0.025168053805828094
3.1428570683444956e-13,1.0040816095235883e-10,0.9999982118606567,4.136141300201416,14476302336.0,0.02516908384859562
3.2448978400101414e-13,1.0040816095235883e-10,0.9999983310699463,4.1338629722595215,14475045888.0,0.0251703392714262
3.34693888272633e-13,1.0040816095235883e-10,0.9999984502792358,4.129577159881592,14472058880.0,0.025172660127282143
3.448979654391976e-13,1.0040816095235883e-10,0.9999985694885254,4.12529182434082,14469079040.0,0.025174986571073532
3.5510204260576217e-13,1.0040816095235883e-10,0.9999986886978149,4.121007919311523,14466097152.0,0.02517731487751007
3.6530611977232674e-13,1.0040816095235883e-10,0.9999988079071045,4.118283748626709,14462900224.0,0.025179333984851837
3.755101969388913e-13,1.0040816095235883e-10,0.9999988079071045,4.11715841293335,14462676992.0,0.025179944932460785
3.857142741054559e-13,1.0040816095235883e-10,0.999998927116394,4.116382598876953,14463014912.0,0.025180213153362274
3.959183783770748e-13,1.0040816095235883e-10,0.9999990463256836,4.1156110763549805,14463356928.0,0.02518048696219921
4.0612245554363935e-13,1.0040816095235883e-10,0.9999990463256836,4.114837169647217,14463686656.0,0.0251807551831007
4.163265327102039e-13,1.0040816095235883e-10,0.9999991655349731,4.114960193634033,14465003520.0,0.025179680436849594
4.265306098767685e-13,1.0040816095235883e-10,0.9999991655349731,4.115536212921143,14466819072.0,0.025177916511893272
4.3673468704333307e-13,1.0040816095235883e-10,0.9999992847442627,4.116112232208252,14468634624.0,0.02517615631222725
4.4693876420989764e-13,1.0040816095235883e-10,0.9999992847442627,4.116687297821045,14470444032.0,0.02517438493669033
4.571428413764622e-13,1.0040816095235883e-10,0.9999994039535522,4.1172261238098145,14471139328.0,0.025173109024763107
4.673469185430268e-13,1.0040816095235883e-10,0.9999994039535522,4.117758274078369,14471714816.0,0.02517187036573887
4.775509957095914e-13,1.0040816095235883e-10,0.9999994039535522,4.1182942390441895,14472282112.0,0.02517063543200493
4.877551270862646e-13,1.0040816095235883e-10,0.9999995231628418,4.118827819824219,14472857600.0,0.025169402360916138
4.979592042528291e-13,1.0040816095235883e-10,0.9999995231628418,4.119360446929932,14473426944.0,0.0251681599766016
5.081632814193937e-13,1.0040816095235883e-10,0.9999995231628418,4.119894504547119,14474003456.0,0.02516692876815796
5.183673585859583e-13,1.0040816095235883e-10,0.9999996423721313,4.120429515838623,14474584064.0,0.02516569197177887
5.285714357525229e-13,1.0040816095235883e-10,0.9999996423721313,4.120962142944336,14475147264.0,0.02516445517539978
5.387755129190874e-13,1.0040816095235883e-10,0.9999996423721313,4.121496200561523,14475718656.0,0.02516322396695614
5.48979590085652e-13,1.0040816095235883e-10,0.9999996423721313,4.122030735015869,14476298240.0,0.02516198344528675
5.591836672522166e-13,1.0040816095235883e-10,0.9999997615814209,4.122780799865723,14477017088.0,0.025161566212773323
5.693877444187811e-13,1.0040816095235883e-10,0.9999997615814209,4.123751640319824,14477885440.0,0.025161992758512497
5.795918215853457e-13,1.0040816095235883e-10,0.9999997615814209,4.124723434448242,14478770176.0,0.025162409991025925
5.897958987519103e-13,1.0040816095235883e-10,0.9999997615814209,4.125643730163574,14479509504.0,0.02516264095902443
5.999999759184749e-13,1.0040816095235883e-10,0.9999997615814209,4.126445770263672,14479955968.0,0.025162460282444954
9.9999998245167e-14,1.1061224158837035e-10,0.9999932050704956,4.197390556335449,14515097600.0,0.025126630440354347
1.1020408218799516e-13,1.1061224158837035e-10,0.9999936819076538,4.194894790649414,14501239808.0,0.02513301745057106
1.2040815935455973e-13,1.1061224158837035e-10,0.9999940395355225,4.192434787750244,14487521280.0,0.025139372795820236
1.3061225007365146e-13,1.1061224158837035e-10,0.9999943971633911,4.192055702209473,14478022656.0,0.02514280006289482
1.4081632724021603e-13,1.1061224158837035e-10,0.9999947547912598,4.191610336303711,14470942720.0,0.025145208463072777
1.510204044067806e-13,1.1061224158837035e-10,0.9999949932098389,4.189089775085449,14468338688.0,0.025149226188659668
1.6122449512587234e-13,1.1061224158837035e-10,0.9999953508377075,4.1865692138671875,14465733632.0,0.025153251364827156
1.714285722924369e-13,1.1061224158837035e-10,0.9999955892562866,4.1838603019714355,14463137792.0,0.025156142190098763
1.8163264945900148e-13,1.1061224158837035e-10,0.9999958276748657,4.181066513061523,14460541952.0,0.02515854500234127
1.918367401780932e-13,1.1061224158837035e-10,0.9999961853027344,4.178221702575684,14457193472.0,0.025161635130643845
2.0204081734465779e-13,1.1061224158837035e-10,0.9999964237213135,4.1748552322387695,14452983808.0,0.025165237486362457
2.1224489451122236e-13,1.1061224158837035e-10,0.9999966621398926,4.17080545425415,14449778688.0,0.02516736462712288
2.224489852303141e-13,1.1061224158837035e-10,0.9999967813491821,4.166759967803955,14446589952.0,0.025169484317302704
2.3265306239687866e-13,1.1061224158837035e-10,0.9999970197677612,4.162917613983154,14442936320.0,0.02517157793045044
2.4285713956344324e-13,1.1061224158837035e-10,0.9999972581863403,4.16041898727417,14440374272.0,0.02516970969736576
2.530612167300078e-13,1.1061224158837035e-10,0.9999973773956299,4.157886028289795,14438561792.0,0.025167208164930344
2.632652938965724e-13,1.1061224158837035e-10,0.999997615814209,4.155582427978516,14437251072.0,0.025164205580949783
2.7346939816819127e-13,1.1061224158837035e-10,0.9999977350234985,4.152956485748291,14431467520.0,0.025167260318994522
2.8367347533475584e-13,1.1061224158837035e-10,0.9999978542327881,4.150331497192383,14425675776.0,0.025170322507619858
2.938775525013204e-13,1.1061224158837035e-10,0.9999980926513672,4.14839506149292,14420480000.0,0.02517291158437729
3.04081629667885e-13,1.1061224158837035e-10,0.9999982118606567,4.146081447601318,14415529984.0,0.025173483416438103
3.1428570683444956e-13,1.1061224158837035e-10,0.9999983310699463,4.143849849700928,14411329536.0,0.025173667818307877
3.2448978400101414e-13,1.1061224158837035e-10,0.9999984502792358,4.1425065994262695,14410144768.0,0.025174768641591072
3.34693888272633e-13,1.1061224158837035e-10,0.9999985694885254,4.139553546905518,14407886848.0,0.025176754221320152
3.448979654391976e-13,1.1061224158837035e-10,0.9999986886978149,4.13569450378418,14405045248.0,0.025179244577884674
3.5510204260576217e-13,1.1061224158837035e-10,0.9999986886978149,4.131834983825684,14402192384.0,0.025181720033288002
3.6530611977232674e-13,1.1061224158837035e-10,0.9999988079071045,4.127974033355713,14399355904.0,0.025184202939271927
3.755101969388913e-13,1.1061224158837035e-10,0.999998927116394,4.124322891235352,14396434432.0,0.025186650454998016
3.857142741054559e-13,1.1061224158837035e-10,0.9999990463256836,4.122393608093262,14392977408.0,0.025188781321048737
3.959183783770748e-13,1.1061224158837035e-10,0.9999990463256836,4.120469570159912,14389512192.0,0.025190917775034904
4.0612245554363935e-13,1.1061224158837035e-10,0.9999991655349731,4.118541717529297,14386054144.0,0.025193054229021072
4.163265327102039e-13,1.1061224158837035e-10,0.9999991655349731,4.116614818572998,14382585856.0,0.02519519440829754
4.265306098767685e-13,1.1061224158837035e-10,0.9999992847442627,4.114687919616699,14379121664.0,0.025197330862283707
4.3673468704333307e-13,1.1061224158837035e-10,0.9999992847442627,4.112759113311768,14375658496.0,0.025199471041560173
4.4693876420989764e-13,1.1061224158837035e-10,0.9999994039535522,4.111364364624023,14372628480.0,0.025201287120580673
4.571428413764622e-13,1.1061224158837035e-10,0.9999994039535522,4.111098766326904,14370228224.0,0.025202255696058273
4.673469185430268e-13,1.1061224158837035e-10,0.9999994039535522,4.112016677856445,14368344064.0,0.02520173043012619
4.775509957095914e-13,1.1061224158837035e-10,0.9999995231628418,4.112931728363037,14366457856.0,0.025201203301548958
4.877551270862646e-13,1.1061224158837035e-10,0.9999995231628418,4.113847255706787,14364574720.0,0.025200674310326576
4.979592042528291e-13,1.1061224158837035e-10,0.9999995231628418,4.114764213562012,14362689536.0,0.025200147181749344
5.081632814193937e-13,1.1061224158837035e-10,0.9999996423721313,4.1156792640686035,14360809472.0,0.025199610739946365
5.183673585859583e-13,1.1061224158837035e-10,0.9999996423721313,4.116596698760986,14358927360.0,0.02519908919930458
5.285714357525229e-13,1.1061224158837035e-10,0.9999996423721313,4.117510795593262,14357056512.0,0.02519855834543705
5.387755129190874e-13,1.1061224158837035e-10,0.9999996423721313,4.11842679977417,14355171328.0,0.02519802935421467
5.48979590085652e-13,1.1061224158837035e-10,0.9999996423721313,4.119507789611816,14353528832.0,0.02519843354821205
5.591836672522166e-13,1.1061224158837035e-10,0.9999997615814209,4.120710849761963,14352093184.0,0.0251995287835598
5.693877444187811e-13,1.1061224158837035e-10,0.9999997615814209,4.12191104888916,14350649344.0,0.025200625881552696
5.795918215853457e-13,1.1061224158837035e-10,0.9999997615814209,4.123056888580322,14349510656.0,0.0252017080783844
5.897958987519103e-13,1.1061224158837035e-10,0.9999997615814209,4.123960018157959,14349592576.0,0.025202717632055283
5.999999759184749e-13,1.1061224158837035e-10,0.9999997615814209,4.125274658203125,14351005696.0,0.025203688070178032
9.9999998245167e-14,1.2081632916327578e-10,0.9999935626983643,3.9638025760650635,14437982208.0,0.0251130610704422
1.1020408218799516e-13,1.2081632916327578e-10,0.9999939203262329,3.96142840385437,14429483008.0,0.02511904202401638
1.2040815935455973e-13,1.2081632916327578e-10,0.9999942779541016,3.9590556621551514,14420965376.0,0.025125019252300262
1.3061225007365146e-13,1.2081632916327578e-10,0.9999946355819702,3.956310272216797,14412990464.0,0.02513139136135578
1.4081632724021603e-13,1.2081632916327578e-10,0.9999949932098389,3.9535865783691406,14407368704.0,0.025136541575193405
1.510204044067806e-13,1.2081632916327578e-10,0.999995231628418,3.952354669570923,14404159488.0,0.025140486657619476
1.6122449512587234e-13,1.2081632916327578e-10,0.9999955892562866,3.9511220455169678,14400956416.0,0.025144435465335846
1.714285722924369e-13,1.2081632916327578e-10,0.9999958276748657,3.949889898300171,14397745152.0,0.025148378685116768
1.8163264945900148e-13,1.2081632916327578e-10,0.9999960660934448,3.9486570358276367,14394535936.0,0.02515232376754284
1.918367401780932e-13,1.2081632916327578e-10,0.9999963045120239,3.9474241733551025,14391331840.0,0.02515626698732376
2.0204081734465779e-13,1.2081632916327578e-10,0.999996542930603,3.9462575912475586,14387831808.0,0.025158964097499847
2.1224489451122236e-13,1.2081632916327578e-10,0.9999967813491821,3.9450762271881104,14383343616.0,0.025162408128380775
2.224489852303141e-13,1.2081632916327578e-10,0.9999970197677612,3.943026065826416,14380156928.0,0.025163952261209488
2.3265306239687866e-13,1.2081632916327578e-10,0.9999971389770508,3.9416861534118652,14376288256.0,0.02516460046172142
2.4285713956344324e-13,1.2081632916327578e-10,0.9999973773956299,3.9411520957946777,14374494208.0,0.02516152150928974
2.530612167300078e-13,1.2081632916327578e-10,0.9999974966049194,3.940617799758911,14372684800.0,0.02515844628214836
2.632652938965724e-13,1.2081632916327578e-10,0.9999977350234985,3.9400856494903564,14370878464.0,0.02515537105500698
2.7346939816819127e-13,1.2081632916327578e-10,0.9999978542327881,3.9391732215881348,14364440576.0,0.02515849657356739
2.8367347533475584e-13,1.2081632916327578e-10,0.9999979734420776,3.9384069442749023,14358237184.0,0.02516145072877407
2.938775525013204e-13,1.2081632916327578e-10,0.9999980926513672,3.937782049179077,14352459776.0,0.025163935497403145
3.04081629667885e-13,1.2081632916327578e-10,0.9999982118606567,3.9368107318878174,14346874880.0,0.025164715945720673
3.1428570683444956e-13,1.2081632916327578e-10,0.9999983310699463,3.935661792755127,14341389312.0,0.025164607912302017
3.2448978400101414e-13,1.2081632916327578e-10,0.9999984502792358,3.934513807296753,14335904768.0,0.025164499878883362
3.34693888272633e-13,1.2081632916327578e-10,0.9999985694885254,3.9334869384765625,14331576320.0,0.025164954364299774
3.448979654391976e-13,1.2081632916327578e-10,0.9999986886978149,3.930915594100952,14328133632.0,0.02516735903918743
3.5510204260576217e-13,1.2081632916327578e-10,0.9999988079071045,3.928342819213867,14324679680.0,0.02516976185142994
3.6530611977232674e-13,1.2081632916327578e-10,0.999998927116394,3.9257702827453613,14321231872.0,0.025172170251607895
3.755101969388913e-13,1.2081632916327578e-10,0.999998927116394,3.9231977462768555,14317777920.0,0.0251745767891407
3.857142741054559e-13,1.2081632916327578e-10,0.9999990463256836,3.9206244945526123,14314329088.0,0.02517697773873806
3.959183783770748e-13,1.2081632916327578e-10,0.9999990463256836,3.9186339378356934,14310690816.0,0.02517927810549736
4.0612245554363935e-13,1.2081632916327578e-10,0.9999991655349731,3.9179935455322266,14306622464.0,0.02518133819103241
4.163265327102039e-13,1.2081632916327578e-10,0.9999992847442627,3.9173531532287598,14302564352.0,0.02518339268863201
4.265306098767685e-13,1.2081632916327578e-10,0.9999992847442627,3.9167139530181885,14298501120.0,0.02518545649945736
4.3673468704333307e-13,1.2081632916327578e-10,0.9999992847442627,3.9160730838775635,14294432768.0,0.025187520310282707
4.4693876420989764e-13,1.2081632916327578e-10,0.9999994039535522,3.915348529815674,14289248256.0,0.025189895182847977
4.571428413764622e-13,1.2081632916327578e-10,0.9999994039535522,3.914600372314453,14283786240.0,0.025192352011799812
4.673469185430268e-13,1.2081632916327578e-10,0.9999995231628418,3.913853645324707,14278320128.0,0.0251948069781065
4.775509957095914e-13,1.2081632916327578e-10,0.9999995231628418,3.9131052494049072,14272845824.0,0.025197263807058334
4.877551270862646e-13,1.2081632916327578e-10,0.9999995231628418,3.9123587608337402,14267372544.0,0.02519972436130047
4.979592042528291e-13,1.2081632916327578e-10,0.9999995231628418,3.9116146564483643,14261916672.0,0.025202175602316856
5.081632814193937e-13,1.2081632916327578e-10,0.9999996423721313,3.9119644165039062,14256914432.0,0.025203241035342216
5.183673585859583e-13,1.2081632916327578e-10,0.9999996423721313,3.912696599960327,14252093440.0,0.025203827768564224
5.285714357525229e-13,1.2081632916327578e-10,0.9999996423721313,3.914525032043457,14249005056.0,0.02520352229475975
5.387755129190874e-13,1.2081632916327578e-10,0.9999996423721313,3.9169118404388428,14246812672.0,0.02520396187901497
5.48979590085652e-13,1.2081632916327578e-10,0.9999997615814209,3.919401168823242,14244765696.0,0.025204982608556747
5.591836672522166e-13,1.2081632916327578e-10,0.9999997615814209,3.9223945140838623,14243682304.0,0.025205980986356735
5.693877444187811e-13,1.2081632916327578e-10,0.9999997615814209,3.9256222248077393,14243057664.0,0.02520696260035038
