Ld,sigma,Gain,BW,Power
1.1103103159104677e-10,0.9999986886978149,4.129640102386475,14398459904.0,0.025179734453558922
1.115315340083356e-10,0.9999986886978149,4.124715805053711,14392299520.0,0.02517884597182274
1.1203202948673052e-10,0.9999986886978149,4.11978816986084,14386124800.0,0.025177955627441406
1.1253253190401935e-10,0.9999986886978149,4.114859580993652,14379960320.0,0.025177059695124626
1.1303303432130818e-10,0.9999986886978149,4.109454154968262,14374010880.0,0.02517620474100113
1.1353353673859701e-10,0.9999986886978149,4.097891807556152,14370954240.0,0.025175713002681732
1.1403403221699193e-10,0.9999986886978149,4.08632755279541,14367886336.0,0.025175224989652634
1.1453453463428076e-10,0.9999986886978149,4.074764251708984,14364819456.0,0.025174733251333237
1.1503503705156959e-10,0.9999986886978149,4.063200950622559,14361758720.0,0.025174235925078392
1.1553553252996451e-10,0.9999986886978149,4.051637649536133,14358700032.0,0.025173747912049294
1.1603603494725334e-10,0.9999986886978149,4.040073871612549,14355647488.0,0.025173258036375046
1.1653653042564827e-10,0.9999986886978149,4.028512001037598,14352578560.0,0.0251727644354105
1.170370328429371e-10,0.9999986886978149,4.016947269439697,14349516800.0,0.025172274559736252
1.1753753526022592e-10,0.9999986886978149,4.005383491516113,14346463232.0,0.025171782821416855
1.1803803767751475e-10,0.9999986886978149,3.993819236755371,14343401472.0,0.025171298533678055
1.1853854009480358e-10,0.9999986886978149,3.98225474357605,14340339712.0,0.02517080307006836
1.190390425120924e-10,0.9999986886978149,3.970691442489624,14337275904.0,0.025170307606458664
1.1953954492938124e-10,0.9999986886978149,3.9591293334960938,14334203904.0,0.025169819593429565
1.2004003346888226e-10,0.9999986886978149,3.947564125061035,14331149312.0,0.025169329717755318
1.2054053588617109e-10,0.9999988079071045,3.9360008239746094,14328094720.0,0.025168834254145622
1.2104103830345991e-10,0.9999988079071045,3.924436569213867,14325030912.0,0.025168342515826225
1.2154154072074874e-10,0.9999988079071045,3.912874460220337,14321967104.0,0.025167852640151978
1.2204204313803757e-10,0.9999988079071045,3.9013102054595947,14318905344.0,0.025167366489768028
1.225425455553264e-10,0.9999988079071045,3.8897459506988525,14315843584.0,0.025166867300868034
1.2304304797261523e-10,0.9999988079071045,3.878181219100952,14312790016.0,0.025166375562548637
1.2354355038990406e-10,0.9999988079071045,3.8666181564331055,14309716992.0,0.025165889412164688
1.2404403892940508e-10,0.9999988079071045,3.8550567626953125,14306666496.0,0.025165392085909843
1.245445413466939e-10,0.9999988079071045,3.843491792678833,14303603712.0,0.025164902210235596
1.2504504376398273e-10,0.9999988079071045,3.8319263458251953,14300538880.0,0.025164417922496796
1.2554554618127156e-10,0.9999988079071045,3.8203659057617188,14297483264.0,0.0251639224588871
1.260460485985604e-10,0.9999988079071045,3.8088016510009766,14294417408.0,0.025163426995277405
1.2654655101584922e-10,0.9999988079071045,3.797238349914551,14291349504.0,0.025162940844893456
1.2704705343313805e-10,0.9999988079071045,3.7856738567352295,14288297984.0,0.02516244538128376
1.2754754197263907e-10,0.9999988079071045,3.774109363555908,14285229056.0,0.025161955505609512
1.280480443899279e-10,0.9999988079071045,3.762544631958008,14282168320.0,0.025161461904644966
1.2854854680721672e-10,0.9999988079071045,3.7509827613830566,14279108608.0,0.02516097202897072
1.2904904922450555e-10,0.9999988079071045,3.7394187450408936,14276048896.0,0.02516048587858677
1.2954955164179438e-10,0.9999988079071045,3.7278552055358887,14272993280.0,0.025159990414977074
1.300500540590832e-10,0.9999988079071045,3.7143266201019287,14272405504.0,0.025159109383821487
1.3055055647637204e-10,0.9999988079071045,3.6998116970062256,14273073152.0,0.025158042088150978
1.3105104501587306e-10,0.9999988079071045,3.679243803024292,14275629056.0,0.025156743824481964
1.3155154743316189e-10,0.9999988079071045,3.6563684940338135,14279116800.0,0.025155432522296906
1.3205204985045071e-10,0.9999988079071045,3.6335337162017822,14282724352.0,0.025154149159789085
1.3255255226773954e-10,0.9999988079071045,3.610698699951172,14286333952.0,0.025152873247861862
1.3305305468502837e-10,0.9999988079071045,3.587864875793457,14289942528.0,0.02515159547328949
1.335535571023172e-10,0.9999988079071045,3.5650296211242676,14293545984.0,0.025150317698717117
1.3405405951960603e-10,0.9999988079071045,3.542196035385132,14297153536.0,0.025149032473564148
1.3455454805910705e-10,0.9999988079071045,3.5193629264831543,14300762112.0,0.025147762149572372
1.3505505047639588e-10,0.9999988079071045,3.4965271949768066,14304375808.0,0.0251464881002903
1.355555528936847e-10,0.9999988079071045,3.473693609237671,14307983360.0,0.02514520287513733
1.3605605531097353e-10,0.9999988079071045,3.4525718688964844,14311948288.0,0.02514328807592392
1.3655655772826236e-10,0.9999988079071045,3.4328529834747314,14316212224.0,0.025140849873423576
1.370570601455512e-10,0.9999988079071045,3.413133382797241,14320482304.0,0.025138404220342636
1.3755756256284002e-10,0.9999988079071045,3.3934147357940674,14324748288.0,0.025135964155197144
1.3805806498012885e-10,0.9999988079071045,3.373694658279419,14329020416.0,0.025133520364761353
1.3855855351962987e-10,0.9999988079071045,3.353975296020508,14333280256.0,0.02513108029961586
1.390590559369187e-10,0.9999988079071045,3.3342573642730713,14337544192.0,0.02512863650918007
1.3955955835420752e-10,0.9999988079071045,3.315671920776367,14341552128.0,0.025125987827777863
1.4006006077149635e-10,0.9999988079071045,3.2978932857513428,14345367552.0,0.02512318454682827
1.4056056318878518e-10,0.999998927116394,3.2801151275634766,14349184000.0,0.025120388716459274
1.41061065606074e-10,0.999998927116394,3.262338161468506,14353006592.0,0.02511759288609028
1.4156156802336284e-10,0.999998927116394,3.2445576190948486,14356823040.0,0.025114795193076134
1.4206205656286386e-10,0.999998927116394,3.2267818450927734,14360635392.0,0.02511199191212654
1.425625589801527e-10,0.999998927116394,3.20900559425354,14364452864.0,0.025109201669692993
1.4306306139744152e-10,0.999998927116394,3.191810369491577,14368346112.0,0.025106526911258698
1.4356356381473034e-10,0.999998927116394,3.175852060317993,14372405248.0,0.025104109197854996
1.4406406623201917e-10,0.999998927116394,3.159975290298462,14375664640.0,0.025101490318775177
1.44564568649308e-10,0.999998927116394,3.14418625831604,14378110976.0,0.025098655372858047
1.4506507106659683e-10,0.999998927116394,3.1283981800079346,14380560384.0,0.025095820426940918
1.4556555960609785e-10,0.999998927116394,3.1143057346343994,14382227456.0,0.025094281882047653
1.4606606202338668e-10,0.999998927116394,3.10054874420166,14383755264.0,0.02509300969541073
1.465665644406755e-10,0.999998927116394,3.087454319000244,14385742848.0,0.025091826915740967
1.4706706685796433e-10,0.999998927116394,3.074463367462158,14387807232.0,0.025090651586651802
1.4756756927525316e-10,0.999998927116394,3.0614724159240723,14389885952.0,0.025089476257562637
1.48068071692542e-10,0.999998927116394,3.048482656478882,14391952384.0,0.025088299065828323
1.4856857410983082e-10,0.999998927116394,3.035492420196533,14394017792.0,0.025087127462029457
1.4906906264933184e-10,0.999998927116394,3.022608518600464,14396032000.0,0.025086024776101112
1.4956956506662067e-10,0.999998927116394,3.011700391769409,14396901376.0,0.025086218491196632
1.500700674839095e-10,0.999998927116394,3.000793695449829,14397762560.0,0.02508641593158245
1.5057056990119833e-10,0.999998927116394,2.989889144897461,14398617600.0,0.025086617097258568
1.5107107231848715e-10,0.999998927116394,2.978982925415039,14399475712.0,0.02508680894970894
1.5157157473577598e-10,0.999998927116394,2.968076705932617,14400343040.0,0.025087004527449608
1.520720771530648e-10,0.999998927116394,2.957123279571533,14401161216.0,0.02508722059428692
1.5257256569256583e-10,0.999998927116394,2.9461512565612793,14401947648.0,0.025087442249059677
1.5307306810985466e-10,0.999998927116394,2.9352245330810547,14402785280.0,0.02508760616183281
1.535735705271435e-10,0.999998927116394,2.9243342876434326,14403651584.0,0.025087738409638405
1.5407407294443232e-10,0.999998927116394,2.9134409427642822,14404525056.0,0.025087861344218254
1.5457457536172114e-10,0.999998927116394,2.9025537967681885,14405392384.0,0.025087980553507805
1.5507507777900997e-10,0.999998927116394,2.8916616439819336,14406260736.0,0.025088105350732803
1.555755801962988e-10,0.999998927116394,2.880770444869995,14407137280.0,0.025088228285312653
1.5607608261358763e-10,0.999998927116394,2.8698787689208984,14408007680.0,0.02508835308253765
1.5657657115308865e-10,0.999998927116394,2.8589892387390137,14408871936.0,0.025088481605052948
1.5707707357037748e-10,0.999998927116394,2.8480987548828125,14409738240.0,0.0250886008143425
1.575775759876663e-10,0.999998927116394,2.8372087478637695,14410610688.0,0.025088723748922348
1.5807807840495514e-10,0.999998927116394,2.826317548751831,14411483136.0,0.025088846683502197
1.5857858082224396e-10,0.999998927116394,2.8154244422912598,14412345344.0,0.025088971480727196
1.590790832395328e-10,0.999998927116394,2.804534435272217,14413215744.0,0.025089090690016747
1.5957958565682162e-10,0.999998927116394,2.793645143508911,14414081024.0,0.025089217349886894
1.6008007419632264e-10,0.999998927116394,2.782752513885498,14414954496.0,0.025089338421821594
1.6058057661361147e-10,0.9999990463256836,2.771862268447876,14415822848.0,0.02508946880698204
1.610810790309003e-10,0.9999990463256836,2.7609715461730957,14416691200.0,0.025089586153626442
1.6158158144818913e-10,0.9999990463256836,2.7500808238983154,14417559552.0,0.02508970908820629
1.6208208386547795e-10,0.9999990463256836,2.739189624786377,14418423808.0,0.02508983016014099
1.6258258628276678e-10,0.9999990463256836,2.728299856185913,14419301376.0,0.025089962407946587
1.630830887000556e-10,0.9999990463256836,2.717406749725342,14420166656.0,0.025090079754590988
1.6358357723955663e-10,0.9999990463256836,2.7065184116363525,14421047296.0,0.025090200826525688
1.6408407965684546e-10,0.9999990463256836,2.695626974105835,14421897216.0,0.025090327486395836
1.645845820741343e-10,0.9999990463256836,2.684736728668213,14422775808.0,0.025090456008911133
1.6508508449142312e-10,0.9999990463256836,2.6738455295562744,14423646208.0,0.025090573355555534
1.6558558690871195e-10,0.9999990463256836,2.662954330444336,14424514560.0,0.02509070187807083
1.6608608932600077e-10,0.9999990463256836,2.652064085006714,14425381888.0,0.02509082481265068
1.665865917432896e-10,0.9999990463256836,2.6411728858947754,14426251264.0,0.02509094402194023
1.6708708028279062e-10,0.9999990463256836,2.630279779434204,14427115520.0,0.02509106509387493
1.6758758270007945e-10,0.9999990463256836,2.619391679763794,14427987968.0,0.02509119175374508
1.6808808511736828e-10,0.9999990463256836,2.608501672744751,14428851200.0,0.025091318413615227
1.685885875346571e-10,0.9999990463256836,2.5976104736328125,14429730816.0,0.025091437622904778
1.6908908995194594e-10,0.9999990463256836,2.586718797683716,14430601216.0,0.025091558694839478
1.6958959236923477e-10,0.9999990463256836,2.5758254528045654,14431467520.0,0.025091683492064476
1.700900947865236e-10,0.9999990463256836,2.564936399459839,14432337920.0,0.025091812014579773
1.7059059720381242e-10,0.9999990463256836,2.554046630859375,14433210368.0,0.025091933086514473
1.7109108574331344e-10,0.9999990463256836,2.5431554317474365,14434074624.0,0.025092056021094322
1.7159158816060227e-10,0.9999990463256836,2.5324459075927734,14435214336.0,0.025092199444770813
1.720920905778911e-10,0.9999990463256836,2.5217342376708984,14436364288.0,0.02509234845638275
1.7259259299517993e-10,0.9999990463256836,2.5110256671905518,14437496832.0,0.02509249746799469
1.7309309541246876e-10,0.9999990463256836,2.500314712524414,14438635520.0,0.02509264089167118
1.7359359782975758e-10,0.9999990463256836,2.489604949951172,14439779328.0,0.02509278617799282
1.740941002470464e-10,0.9999990463256836,2.478893518447876,14440912896.0,0.02509292960166931
1.7459458878654743e-10,0.9999990463256836,2.4681849479675293,14442055680.0,0.025093069300055504
1.7509509120383626e-10,0.9999990463256836,2.457474946975708,14443196416.0,0.025093218311667442
1.755955936211251e-10,0.9999990463256836,2.4467647075653076,14444326912.0,0.025093361735343933
1.7609609603841392e-10,0.9999990463256836,2.4360547065734863,14445469696.0,0.025093507021665573
1.7659659845570275e-10,0.9999990463256836,2.4253430366516113,14446616576.0,0.025093652307987213
1.7709710087299158e-10,0.9999990463256836,2.4146318435668945,14447756288.0,0.02509380131959915
1.775976032902804e-10,0.9999990463256836,2.403923988342285,14448891904.0,0.02509394660592079
1.7809809182978142e-10,0.9999990463256836,2.393211603164673,14450030592.0,0.02509409189224243
1.7859859424707025e-10,0.9999990463256836,2.3825020790100098,14451175424.0,0.02509423904120922
1.7909909666435908e-10,0.9999990463256836,2.3717541694641113,14452284416.0,0.02509423717856407
1.795995990816479e-10,0.9999990463256836,2.3609883785247803,14453387264.0,0.02509414590895176
1.8010010149893674e-10,0.9999990463256836,2.35022234916687,14454497280.0,0.025094054639339447
1.8060060391622557e-10,0.9999990463256836,2.339451551437378,14455597056.0,0.02509397268295288
1.811011063335144e-10,0.9999990463256836,2.3286828994750977,14456699904.0,0.025093888863921165
1.8160159487301542e-10,0.9999990463256836,2.3179173469543457,14457801728.0,0.02509380504488945
1.8210209729030424e-10,0.9999990463256836,2.3071486949920654,14458900480.0,0.025093717500567436
1.8260259970759307e-10,0.9999991655349731,2.2963805198669434,14460012544.0,0.025093629956245422
1.831031021248819e-10,0.9999991655349731,2.285613775253296,14461100032.0,0.025093549862504005
1.8360360454217073e-10,0.9999991655349731,2.2748475074768066,14462210048.0,0.02509346231818199
1.8410410695945956e-10,0.9999991655349731,2.264077663421631,14463307776.0,0.025093374773859978
1.8460460937674839e-10,0.9999991655349731,2.253310203552246,14464417792.0,0.025093290954828262
1.8510511179403721e-10,0.9999991655349731,2.2425425052642822,14465517568.0,0.025093205273151398
1.8560560033353823e-10,0.9999991655349731,2.2317750453948975,14466619392.0,0.02509312517940998
1.8610610275082706e-10,0.9999991655349731,2.221008539199829,14467723264.0,0.02509303390979767
1.866066051681159e-10,0.9999991655349731,2.210240364074707,14468823040.0,0.025092946365475655
1.8710710758540472e-10,0.9999991655349731,2.1994729042053223,14469926912.0,0.02509286068379879
1.8760761000269355e-10,0.9999991655349731,2.1887032985687256,14471028736.0,0.025092776864767075
1.8810811241998238e-10,0.9999991655349731,2.177936553955078,14472136704.0,0.02509269118309021
1.886086148372712e-10,0.9999991655349731,2.167168140411377,14473234432.0,0.025092603638768196
1.8910910337677223e-10,0.9999991655349731,2.1564013957977295,14474334208.0,0.02509251981973648
1.8960960579406105e-10,0.9999991655349731,2.1456334590911865,14475436032.0,0.025092430412769318
1.9011010821134988e-10,0.9999991655349731,2.134866952896118,14476541952.0,0.025092344731092453
1.906106106286387e-10,0.9999991655349731,2.1240999698638916,14477639680.0,0.02509225904941559
1.9111111304592754e-10,0.9999991655349731,2.113330841064453,14478747648.0,0.02509217895567417
1.9161161546321637e-10,0.9999991655349731,2.102565288543701,14479846400.0,0.025092095136642456
1.921121178805052e-10,0.9999991655349731,2.0917961597442627,14480948224.0,0.025092007592320442
1.9261260642000622e-10,0.9999991655349731,2.0810282230377197,14482050048.0,0.02509192004799843
1.9311310883729504e-10,0.9999991655349731,2.0702626705169678,14483150848.0,0.025091830641031265
1.9361361125458387e-10,0.9999991655349731,2.0594935417175293,14484256768.0,0.025091754272580147
1.941141136718727e-10,0.9999991655349731,2.0487256050109863,14485367808.0,0.025091661140322685
1.9461461608916153e-10,0.9999991655349731,2.0379559993743896,14486464512.0,0.02509157359600067
1.9511511850645036e-10,0.9999991655349731,2.0271894931793213,14487563264.0,0.025091495364904404
1.9561562092373919e-10,0.9999991655349731,2.016421318054199,14488666112.0,0.02509140595793724
1.961161094632402e-10,0.9999991655349731,2.0056538581848145,14489771008.0,0.02509131468832493
1.9661661188052904e-10,0.9999991655349731,1.9948874711990356,14490869760.0,0.025091232731938362
1.9711711429781786e-10,0.9999991655349731,1.9841164350509644,14491976704.0,0.025091147050261497
1.976176167151067e-10,0.9999991655349731,1.973350167274475,14493079552.0,0.025091061368584633
1.9811811913239552e-10,0.9999991655349731,1.9625844955444336,14494177280.0,0.025090979412198067
1.9861862154968435e-10,0.9999991655349731,1.9518173933029175,14495284224.0,0.025090890005230904
1.9911912396697318e-10,0.9999991655349731,1.9410492181777954,14496389120.0,0.025090809911489487
1.99619626384262e-10,0.9999991655349731,1.9302810430526733,14497478656.0,0.025090718641877174
2.0012011492376303e-10,0.9999991655349731,1.9195135831832886,14498590720.0,0.025090638548135757
2.0062061734105185e-10,0.9999991655349731,1.9087457656860352,14499690496.0,0.025090545415878296
2.0112111975834068e-10,0.9999991655349731,1.8979771137237549,14500797440.0,0.02509045973420143
2.016216221756295e-10,0.9999991655349731,1.8872095346450806,14501896192.0,0.025090381503105164
2.0212212459291834e-10,0.9999991655349731,1.8764439821243286,14503002112.0,0.025090284645557404
2.0262262701020717e-10,0.9999991655349731,1.865674376487732,14504097792.0,0.025090206414461136
2.03123129427496e-10,0.9999991655349731,1.8549082279205322,14505195520.0,0.02509012445807457
2.0362361796699702e-10,0.9999991655349731,1.8441412448883057,14506302464.0,0.025090035051107407
2.0412412038428585e-10,0.9999991655349731,1.8333710432052612,14507404288.0,0.025089947506785393
2.0462462280157467e-10,0.9999991655349731,1.8226044178009033,14508508160.0,0.025089865550398827
2.051251252188635e-10,0.9999991655349731,1.8118358850479126,14509613056.0,0.025089774280786514
2.0562562763615233e-10,0.9999991655349731,1.8010692596435547,14510710784.0,0.02508968859910965
2.0612613005344116e-10,0.9999991655349731,1.7903010845184326,14511820800.0,0.025089599192142487
2.0662663247073e-10,0.9999991655349731,1.7795320749282837,14512918528.0,0.025089524686336517
2.07127121010231e-10,0.9999992847442627,1.768764615058899,14514020352.0,0.025089433416724205
2.0762762342751984e-10,0.9999992847442627,1.7579971551895142,14515118080.0,0.025089353322982788
2.0812812584480866e-10,0.9999992847442627,1.7472280263900757,14516228096.0,0.025089260190725327
2.086286282620975e-10,0.9999992847442627,1.7364610433578491,14517330944.0,0.025089172646403313
2.0912913067938632e-10,0.9999992847442627,1.7256959676742554,14518428672.0,0.025089094415307045
2.0962963309667515e-10,0.9999992847442627,1.7149267196655273,14519535616.0,0.02508901059627533
2.1013013551396398e-10,0.9999992847442627,1.7041605710983276,14520639488.0,0.025088919326663017
2.10630624053465e-10,0.9999992847442627,1.6933923959732056,14521735168.0,0.025088833644986153
2.1113112647075383e-10,0.9999992847442627,1.6826221942901611,14522832896.0,0.025088747963309288
2.1163162888804266e-10,0.9999992847442627,1.6718558073043823,14523951104.0,0.025088660418987274
2.1213213130533148e-10,0.9999992847442627,1.6610878705978394,14525049856.0,0.02508857473731041
2.126326337226203e-10,0.9999992847442627,1.6503233909606934,14526144512.0,0.025088494643568993
2.1313313613990914e-10,0.9999992847442627,1.6395514011383057,14527245312.0,0.025088399648666382
2.1363363855719797e-10,0.9999992847442627,1.628786563873291,14528352256.0,0.025088315829634666
2.141341409744868e-10,0.9999992847442627,1.6180180311203003,14529459200.0,0.02508823573589325
2.1463462951398782e-10,0.9999992847442627,1.6072487831115723,14530553856.0,0.025088153779506683
2.1513513193127665e-10,0.9999992847442627,1.5964826345443726,14531663872.0,0.025088060647249222
2.1563563434856547e-10,0.9999992847442627,1.5857139825820923,14532755456.0,0.025087976828217506
2.161361367658543e-10,0.9999992847442627,1.5749461650848389,14533863424.0,0.025087891146540642
2.1663663918314313e-10,0.9999992847442627,1.564179539680481,14534963200.0,0.02508780173957348
2.1713714160043196e-10,0.9999992847442627,1.5534117221832275,14536065024.0,0.02508772350847721
2.176376440177208e-10,0.9999992847442627,1.5426430702209473,14537170944.0,0.025087635964155197
2.181381325572218e-10,0.9999992847442627,1.5318745374679565,14538266624.0,0.02508755587041378
2.1863863497451064e-10,0.9999992847442627,1.521108865737915,14539372544.0,0.025087464600801468
2.1913913739179947e-10,0.9999992847442627,1.510341763496399,14540480512.0,0.0250873863697052
2.196396398090883e-10,0.9999992847442627,1.4995720386505127,14541581312.0,0.02508729323744774
2.2014014222637712e-10,0.9999992847442627,1.4888056516647339,14542685184.0,0.025087205693125725
2.2064064464366595e-10,0.9999992847442627,1.4780378341674805,14543792128.0,0.02508712187409401
2.2114114706095478e-10,0.9999992847442627,1.4678409099578857,14544218112.0,0.025086887180805206
2.216416356004558e-10,0.9999992847442627,1.4584498405456543,14543708160.0,0.025086434558033943
2.2214213801774463e-10,0.9999992847442627,1.4490585327148438,14543194112.0,0.025085989385843277
2.2264264043503346e-10,0.9999992847442627,1.4396682977676392,14542676992.0,0.02508554421365261
2.2314314285232228e-10,0.9999992847442627,1.4302771091461182,14542159872.0,0.025085099041461945
2.2364364526961111e-10,0.9999992847442627,1.420885443687439,14541647872.0,0.02508465200662613
2.2414414768689994e-10,0.9999992847442627,1.4114949703216553,14541131776.0,0.025084204971790314
2.2464465010418877e-10,0.9999992847442627,1.402105450630188,14540614656.0,0.0250837504863739
2.251451386436898e-10,0.9999992847442627,1.392714023590088,14540107776.0,0.025083303451538086
2.2564564106097862e-10,0.9999992847442627,1.3833234310150146,14539593728.0,0.025082852691411972
2.2614614347826745e-10,0.9999992847442627,1.3739315271377563,14539079680.0,0.025082405656576157
2.2664664589555628e-10,0.9999992847442627,1.3645412921905518,14538564608.0,0.02508196234703064
2.271471483128451e-10,0.9999992847442627,1.3551526069641113,14538049536.0,0.025081509724259377
2.2764765073013393e-10,0.9999992847442627,1.3457610607147217,14537529344.0,0.02508106827735901
2.2814815314742276e-10,0.9999992847442627,1.3363722562789917,14537024512.0,0.025080619379878044
2.286486555647116e-10,0.9999992847442627,1.3269784450531006,14536507392.0,0.025080164894461632
2.291491441042126e-10,0.9999992847442627,1.3175894021987915,14535987200.0,0.025079723447561264
2.2964964652150144e-10,0.9999992847442627,1.3081977367401123,14535480320.0,0.02507927641272545
2.3015014893879027e-10,0.9999992847442627,1.298807978630066,14534965248.0,0.025078825652599335
2.306506513560791e-10,0.9999992847442627,1.2896040678024292,14534631424.0,0.025078345090150833
2.3115115377336792e-10,0.9999992847442627,1.2803959846496582,14534277120.0,0.02507786639034748
2.3165165619065675e-10,0.9999992847442627,1.2711889743804932,14533943296.0,0.025077389553189278
2.3215215860794558e-10,0.9999992847442627,1.261983036994934,14533601280.0,0.025076907128095627
2.326526471474466e-10,0.9999992847442627,1.2527776956558228,14533251072.0,0.025076422840356827
2.3315316344252324e-10,0.9999992847442627,1.243571400642395,14532911104.0,0.025075942277908325
2.3365365198202426e-10,0.9999992847442627,1.2343659400939941,14532573184.0,0.025075461715459824
2.341541405215253e-10,0.9999992847442627,1.2251595258712769,14532227072.0,0.02507498301565647
2.346546568166019e-10,0.9999992847442627,1.2159533500671387,14531887104.0,0.02507450059056282
